Date,Height
2023-02-15 16:41,2.17
2023-02-16 01:16,0.63
2023-02-16 17:51,2.32
2023-02-17 02:30,0.39
2023-02-17 09:59,1.47
2023-02-17 12:34,1.40
2023-02-17 18:59,2.48
2023-02-18 03:24,0.20
2023-02-18 10:27,1.53
2023-02-18 13:49,1.31
2023-02-18 20:01,2.63
2023-02-19 04:10,0.08
2023-02-19 10:55,1.57
2023-02-19 14:49,1.16
2023-02-19 20:58,2.73
2023-02-20 04:51,0.04
2023-02-20 11:24,1.63
2023-02-20 15:43,1.00
2023-02-20 21:51,2.75
2023-02-21 05:29,0.09
2023-02-21 11:54,1.69
2023-02-21 16:34,0.86
2023-02-21 22:42,2.68
2023-02-22 06:04,0.21
2023-02-22 12:22,1.77
2023-02-22 17:24,0.77
2023-02-22 23:31,2.52
2023-02-23 06:34,0.38
2023-02-23 12:48,1.85
2023-02-23 18:15,0.74
2023-02-24 00:16,2.28
2023-02-24 06:58,0.58
2023-02-24 13:10,1.92
2023-02-24 19:08,0.76
2023-02-25 01:00,1.99
2023-02-25 07:16,0.77
2023-02-25 13:29,1.97
2023-02-25 20:09,0.81
2023-02-26 01:47,1.68
2023-02-26 07:32,0.96
2023-02-26 13:55,2.00
2023-02-26 21:20,0.85
2023-02-27 02:54,1.39
2023-02-27 07:43,1.12
2023-02-27 14:32,2.00
2023-02-27 22:47,0.85
2023-02-28 15:29,1.98
2023-03-01 00:46,0.76
2023-03-01 17:04,1.98
2023-03-02 02:06,0.60
2023-03-02 18:31,2.04
2023-03-03 02:51,0.48
2023-03-03 19:26,2.12
2023-03-04 03:27,0.40
2023-03-04 10:27,1.49
2023-03-04 13:48,1.36
2023-03-04 20:11,2.20
2023-03-05 03:58,0.36
2023-03-05 10:29,1.52
2023-03-05 14:35,1.23
2023-03-05 20:51,2.27
2023-03-06 04:27,0.35
2023-03-06 10:38,1.57
2023-03-06 15:14,1.09
2023-03-06 21:29,2.31
2023-03-07 04:53,0.38
2023-03-07 10:50,1.64
2023-03-07 15:52,0.96
2023-03-07 22:05,2.32
2023-03-08 05:17,0.43
2023-03-08 11:05,1.73
2023-03-08 16:30,0.85
2023-03-08 22:40,2.29
2023-03-09 05:37,0.51
2023-03-09 11:21,1.83
2023-03-09 17:08,0.77
2023-03-09 23:16,2.21
2023-03-10 05:55,0.59
2023-03-10 11:41,1.93
2023-03-10 17:48,0.71
2023-03-10 23:53,2.08
2023-03-11 06:15,0.70
2023-03-11 12:04,2.03
2023-03-11 18:31,0.69
2023-03-12 00:32,1.90
2023-03-12 06:37,0.83
2023-03-12 12:30,2.11
2023-03-12 19:20,0.68
2023-03-13 01:19,1.69
2023-03-13 07:00,0.98
2023-03-13 13:01,2.17
2023-03-13 20:20,0.70
2023-03-14 02:39,1.45
2023-03-14 07:20,1.14
2023-03-14 13:38,2.20
2023-03-14 21:39,0.69
2023-03-15 14:30,2.21
2023-03-15 23:11,0.63
2023-03-16 15:57,2.22
2023-03-17 00:59,0.50
2023-03-17 17:36,2.28
2023-03-18 02:09,0.34
2023-03-18 09:38,1.60
2023-03-18 12:51,1.44
2023-03-18 18:55,2.39
2023-03-19 02:59,0.23
2023-03-19 09:57,1.66
2023-03-19 13:59,1.22
2023-03-19 20:00,2.50
2023-03-20 03:41,0.20
2023-03-20 10:19,1.74
2023-03-20 14:55,0.99
2023-03-20 20:57,2.55
2023-03-21 04:17,0.23
2023-03-21 10:41,1.83
2023-03-21 15:46,0.77
2023-03-21 21:50,2.52
2023-03-22 04:50,0.34
2023-03-22 11:02,1.94
2023-03-22 16:35,0.61
2023-03-22 22:40,2.41
2023-03-23 05:18,0.48
2023-03-23 11:19,2.06
2023-03-23 17:22,0.52
2023-03-23 23:29,2.24
2023-03-24 05:40,0.65
2023-03-24 11:37,2.16
2023-03-24 18:10,0.50
2023-03-25 00:16,2.01
2023-03-25 05:58,0.82
2023-03-25 11:59,2.22
2023-03-25 18:59,0.52
2023-03-26 01:03,1.77
2023-03-26 06:17,0.98
2023-03-26 12:25,2.24
2023-03-26 19:54,0.59
2023-03-27 01:59,1.53
2023-03-27 06:33,1.12
2023-03-27 12:52,2.21
2023-03-27 20:57,0.66
2023-03-28 03:17,1.34
2023-03-28 06:26,1.24
2023-03-28 13:24,2.14
2023-03-28 22:12,0.70
2023-03-29 14:10,2.04
2023-03-29 23:47,0.68
2023-03-30 15:45,1.96
2023-03-31 01:08,0.61
2023-03-31 17:43,1.95
2023-04-01 02:00,0.54
2023-04-01 09:49,1.59
2023-04-01 13:01,1.50
2023-04-01 18:57,2.00
2023-04-02 02:38,0.50
2023-04-02 09:37,1.62
2023-04-02 13:55,1.33
2023-04-02 19:49,2.07
2023-04-03 03:10,0.48
2023-04-03 09:35,1.68
2023-04-03 14:35,1.15
2023-04-03 20:34,2.12
2023-04-04 03:38,0.50
2023-04-04 09:44,1.77
2023-04-04 15:12,0.97
2023-04-04 21:16,2.15
2023-04-05 04:02,0.55
2023-04-05 09:57,1.89
2023-04-05 15:48,0.80
2023-04-05 21:58,2.14
2023-04-06 04:23,0.62
2023-04-06 10:13,2.02
2023-04-06 16:25,0.66
2023-04-06 22:39,2.09
2023-04-07 04:44,0.70
2023-04-07 10:33,2.15
2023-04-07 17:04,0.54
2023-04-07 23:23,2.01
2023-04-08 05:06,0.80
2023-04-08 10:56,2.28
2023-04-08 17:44,0.47
2023-04-09 00:09,1.88
2023-04-09 05:30,0.91
2023-04-09 11:23,2.37
2023-04-09 18:29,0.44
2023-04-10 01:02,1.72
2023-04-10 05:54,1.04
2023-04-10 11:52,2.43
2023-04-10 19:22,0.44
2023-04-11 02:10,1.55
2023-04-11 06:18,1.19
2023-04-11 12:26,2.44
2023-04-11 20:25,0.46
2023-04-12 03:36,1.41
2023-04-12 06:35,1.33
2023-04-12 13:08,2.40
2023-04-12 21:39,0.49
2023-04-13 14:07,2.31
2023-04-13 23:02,0.48
2023-04-14 15:48,2.23
2023-04-15 00:28,0.43
2023-04-15 08:37,1.66
2023-04-15 11:35,1.55
2023-04-15 17:33,2.23
2023-04-16 01:31,0.38
2023-04-16 08:53,1.74
2023-04-16 12:59,1.33
2023-04-16 18:51,2.27
2023-04-17 02:19,0.37
2023-04-17 09:13,1.82
2023-04-17 14:00,1.06
2023-04-17 19:55,2.29
2023-04-18 02:58,0.42
2023-04-18 09:32,1.94
2023-04-18 14:54,0.81
2023-04-18 20:52,2.26
2023-04-19 03:31,0.52
2023-04-19 09:47,2.07
2023-04-19 15:43,0.59
2023-04-19 21:46,2.18
2023-04-20 03:59,0.64
2023-04-20 10:03,2.22
2023-04-20 16:31,0.44
2023-04-20 22:40,2.06
2023-04-21 04:24,0.78
2023-04-21 10:24,2.34
2023-04-21 17:18,0.36
2023-04-21 23:33,1.91
2023-04-22 04:46,0.92
2023-04-22 10:49,2.42
2023-04-22 18:05,0.34
2023-04-23 00:23,1.75
2023-04-23 05:08,1.05
2023-04-23 11:15,2.44
2023-04-23 18:53,0.37
2023-04-24 01:14,1.60
2023-04-24 05:29,1.16
2023-04-24 11:43,2.41
2023-04-24 19:44,0.43
2023-04-25 02:10,1.47
2023-04-25 05:43,1.26
2023-04-25 12:11,2.33
2023-04-25 20:39,0.50
2023-04-26 12:43,2.23
2023-04-26 21:40,0.57
2023-04-27 13:25,2.10
2023-04-27 22:49,0.60
2023-04-28 14:45,1.96
2023-04-28 23:59,0.61
2023-04-29 16:38,1.89
2023-04-30 00:54,0.60
2023-04-30 08:42,1.65
2023-04-30 12:41,1.48
2023-04-30 18:07,1.87
2023-05-01 01:36,0.61
2023-05-01 08:27,1.72
2023-05-01 13:37,1.28
2023-05-01 19:14,1.89
2023-05-02 02:09,0.63
2023-05-02 08:35,1.83
2023-05-02 14:19,1.07
2023-05-02 20:08,1.91
2023-05-03 02:38,0.68
2023-05-03 08:48,1.97
2023-05-03 14:58,0.86
2023-05-03 20:59,1.91
2023-05-04 03:03,0.74
2023-05-04 09:04,2.12
2023-05-04 15:37,0.66
2023-05-04 21:50,1.89
2023-05-05 03:27,0.82
2023-05-05 09:24,2.29
2023-05-05 16:16,0.48
2023-05-05 22:42,1.85
2023-05-06 03:54,0.90
2023-05-06 09:50,2.44
2023-05-06 16:59,0.35
2023-05-06 23:35,1.78
2023-05-07 04:21,1.00
2023-05-07 10:19,2.56
2023-05-07 17:44,0.27
2023-05-08 00:31,1.69
2023-05-08 04:50,1.10
2023-05-08 10:51,2.64
2023-05-08 18:35,0.23
2023-05-09 01:28,1.58
2023-05-09 05:20,1.21
2023-05-09 11:28,2.65
2023-05-09 19:31,0.24
2023-05-10 02:33,1.49
2023-05-10 05:51,1.32
2023-05-10 12:10,2.60
2023-05-10 20:32,0.28
2023-05-11 13:01,2.48
2023-05-11 21:36,0.33
2023-05-12 14:10,2.33
2023-05-12 22:42,0.38
2023-05-13 07:06,1.63
2023-05-13 09:52,1.55
2023-05-13 15:54,2.20
2023-05-13 23:48,0.43
2023-05-14 07:35,1.73
2023-05-14 11:36,1.40
2023-05-14 17:26,2.11
2023-05-15 00:43,0.50
2023-05-15 08:00,1.84
2023-05-15 12:52,1.16
2023-05-15 18:41,2.04
2023-05-16 01:29,0.58
2023-05-16 08:20,1.96
2023-05-16 13:53,0.90
2023-05-16 19:46,1.96
2023-05-17 02:06,0.69
2023-05-17 08:37,2.11
2023-05-17 14:48,0.66
2023-05-17 20:49,1.88
2023-05-18 02:38,0.81
2023-05-18 08:54,2.27
2023-05-18 15:40,0.46
2023-05-18 21:51,1.79
2023-05-19 03:07,0.93
2023-05-19 09:17,2.40
2023-05-19 16:29,0.33
2023-05-19 22:50,1.71
2023-05-20 03:34,1.03
2023-05-20 09:43,2.49
2023-05-20 17:16,0.26
2023-05-20 23:42,1.63
2023-05-21 04:00,1.12
2023-05-21 10:12,2.53
2023-05-21 18:02,0.25
2023-05-22 00:29,1.56
2023-05-22 04:25,1.19
2023-05-22 10:43,2.52
2023-05-22 18:48,0.28
2023-05-23 01:15,1.50
2023-05-23 04:48,1.26
2023-05-23 11:14,2.46
2023-05-23 19:33,0.33
2023-05-24 02:05,1.44
2023-05-24 05:05,1.32
2023-05-24 11:46,2.38
2023-05-24 20:19,0.39
2023-05-25 12:22,2.26
2023-05-25 21:07,0.46
2023-05-26 13:05,2.13
2023-05-26 21:57,0.53
2023-05-27 14:02,1.98
2023-05-27 22:48,0.59
2023-05-28 15:35,1.84
2023-05-28 23:38,0.65
2023-05-29 07:01,1.67
2023-05-29 11:44,1.42
2023-05-29 17:02,1.74
2023-05-30 00:21,0.71
2023-05-30 07:16,1.79
2023-05-30 13:02,1.22
2023-05-30 18:26,1.69
2023-05-31 00:58,0.77
2023-05-31 07:32,1.93
2023-05-31 13:53,0.98
2023-05-31 19:43,1.66
2023-06-01 01:31,0.84
2023-06-01 07:49,2.11
2023-06-01 14:39,0.75
2023-06-01 20:48,1.65
2023-06-02 02:03,0.92
2023-06-02 08:11,2.30
2023-06-02 15:23,0.52
2023-06-02 21:51,1.64
2023-06-03 02:36,1.00
2023-06-03 08:40,2.48
2023-06-03 16:09,0.33
2023-06-03 22:50,1.63
2023-06-04 03:09,1.08
2023-06-04 09:13,2.64
2023-06-04 16:58,0.19
2023-06-04 23:46,1.60
2023-06-05 03:44,1.15
2023-06-05 09:51,2.74
2023-06-05 17:49,0.10
2023-06-06 00:40,1.56
2023-06-06 04:21,1.21
2023-06-06 10:33,2.78
2023-06-06 18:41,0.08
2023-06-07 01:33,1.52
2023-06-07 05:02,1.26
2023-06-07 11:19,2.75
2023-06-07 19:33,0.10
2023-06-08 02:29,1.50
2023-06-08 05:49,1.32
2023-06-08 12:09,2.65
2023-06-08 20:25,0.17
2023-06-09 03:34,1.51
2023-06-09 06:48,1.37
2023-06-09 13:07,2.49
2023-06-09 21:17,0.27
2023-06-10 04:51,1.57
2023-06-10 08:10,1.40
2023-06-10 14:18,2.29
2023-06-10 22:10,0.40
2023-06-11 05:48,1.67
2023-06-11 09:56,1.34
2023-06-11 15:46,2.09
2023-06-11 23:01,0.54
2023-06-12 06:27,1.79
2023-06-12 11:22,1.20
2023-06-12 17:09,1.89
2023-06-12 23:50,0.68
2023-06-13 06:58,1.93
2023-06-13 12:39,0.99
2023-06-13 18:29,1.72
2023-06-14 00:34,0.83
2023-06-14 07:23,2.08
2023-06-14 13:47,0.76
2023-06-14 19:48,1.60
2023-06-15 01:12,0.96
2023-06-15 07:47,2.22
2023-06-15 14:47,0.55
2023-06-15 21:09,1.53
2023-06-16 01:47,1.07
2023-06-16 08:12,2.36
2023-06-16 15:40,0.38
2023-06-16 22:14,1.50
2023-06-17 02:19,1.14
2023-06-17 08:41,2.46
2023-06-17 16:29,0.27
2023-06-17 23:02,1.48
2023-06-18 02:50,1.20
2023-06-18 09:13,2.52
2023-06-18 17:14,0.22
2023-06-18 23:44,1.48
2023-06-19 03:21,1.23
2023-06-19 09:47,2.53
2023-06-19 17:56,0.21
2023-06-20 00:23,1.47
2023-06-20 03:53,1.25
2023-06-20 10:22,2.51
2023-06-20 18:37,0.23
2023-06-21 01:01,1.46
2023-06-21 04:26,1.26
2023-06-21 10:57,2.46
2023-06-21 19:15,0.28
2023-06-22 01:40,1.45
2023-06-22 05:02,1.28
2023-06-22 11:33,2.38
2023-06-22 19:53,0.35
2023-06-23 02:21,1.45
2023-06-23 05:42,1.31
2023-06-23 12:10,2.28
2023-06-23 20:29,0.43
2023-06-24 03:05,1.47
2023-06-24 06:31,1.35
2023-06-24 12:49,2.15
2023-06-24 21:05,0.51
2023-06-25 03:52,1.52
2023-06-25 07:38,1.39
2023-06-25 13:34,1.98
2023-06-25 21:42,0.61
2023-06-26 04:39,1.60
2023-06-26 09:14,1.38
2023-06-26 14:33,1.80
2023-06-26 22:21,0.72
2023-06-27 05:16,1.71
2023-06-27 10:45,1.29
2023-06-27 16:06,1.63
2023-06-27 23:01,0.83
2023-06-28 05:46,1.85
2023-06-28 12:12,1.12
2023-06-28 17:43,1.50
2023-06-28 23:42,0.93
2023-06-29 06:16,2.03
2023-06-29 13:25,0.88
2023-06-29 19:35,1.45
2023-06-30 00:24,1.03
2023-06-30 06:48,2.22
2023-06-30 14:22,0.64
2023-06-30 20:56,1.46
2023-07-01 01:07,1.12
2023-07-01 07:24,2.42
2023-07-01 15:14,0.40
2023-07-01 22:03,1.49
2023-07-02 01:50,1.18
2023-07-02 08:04,2.60
2023-07-02 16:06,0.21
2023-07-02 22:58,1.52
2023-07-03 02:35,1.22
2023-07-03 08:49,2.75
2023-07-03 16:57,0.07
2023-07-03 23:47,1.54
2023-07-04 03:22,1.22
2023-07-04 09:36,2.83
2023-07-04 17:47,0.01
2023-07-05 00:32,1.55
2023-07-05 04:11,1.21
2023-07-05 10:26,2.85
2023-07-05 18:34,0.01
2023-07-06 01:16,1.56
2023-07-06 05:03,1.19
2023-07-06 11:17,2.79
2023-07-06 19:19,0.07
2023-07-07 02:01,1.58
2023-07-07 05:58,1.18
2023-07-07 12:11,2.65
2023-07-07 20:02,0.19
2023-07-08 02:47,1.62
2023-07-08 07:01,1.17
2023-07-08 13:08,2.45
2023-07-08 20:44,0.35
2023-07-09 03:34,1.70
2023-07-09 08:18,1.17
2023-07-09 14:13,2.18
2023-07-09 21:25,0.55
2023-07-10 04:23,1.80
2023-07-10 09:41,1.13
2023-07-10 15:26,1.89
2023-07-10 22:06,0.75
2023-07-11 05:11,1.91
2023-07-11 11:03,1.03
2023-07-11 16:51,1.62
2023-07-11 22:47,0.94
2023-07-12 05:53,2.03
2023-07-12 12:28,0.87
2023-07-12 18:34,1.43
2023-07-12 23:28,1.11
2023-07-13 06:31,2.16
2023-07-13 13:47,0.68
2023-07-13 20:36,1.37
2023-07-14 00:10,1.22
2023-07-14 07:06,2.27
2023-07-14 14:50,0.49
2023-07-14 21:50,1.39
2023-07-15 00:53,1.29
2023-07-15 07:41,2.37
2023-07-15 15:41,0.35
2023-07-15 22:33,1.42
2023-07-16 01:38,1.31
2023-07-16 08:18,2.44
2023-07-16 16:25,0.27
2023-07-16 23:05,1.44
2023-07-17 02:21,1.30
2023-07-17 08:56,2.49
2023-07-17 17:05,0.23
2023-07-17 23:33,1.47
2023-07-18 03:03,1.27
2023-07-18 09:34,2.50
2023-07-18 17:41,0.23
2023-07-19 00:02,1.49
2023-07-19 03:45,1.24
2023-07-19 10:11,2.50
2023-07-19 18:15,0.27
2023-07-20 00:30,1.51
2023-07-20 04:26,1.21
2023-07-20 10:47,2.46
2023-07-20 18:47,0.32
2023-07-21 00:57,1.54
2023-07-21 05:07,1.19
2023-07-21 11:22,2.39
2023-07-21 19:15,0.40
2023-07-22 01:24,1.57
2023-07-22 05:51,1.18
2023-07-22 11:57,2.29
2023-07-22 19:42,0.49
2023-07-23 01:53,1.62
2023-07-23 06:38,1.19
2023-07-23 12:34,2.14
2023-07-23 20:09,0.60
2023-07-24 02:25,1.69
2023-07-24 07:33,1.20
2023-07-24 13:13,1.96
2023-07-24 20:37,0.73
2023-07-25 03:02,1.77
2023-07-25 08:42,1.19
2023-07-25 14:01,1.75
2023-07-25 21:08,0.87
2023-07-26 03:41,1.87
2023-07-26 10:02,1.13
2023-07-26 15:28,1.53
2023-07-26 21:42,1.02
2023-07-27 04:24,1.99
2023-07-27 11:26,1.00
2023-07-27 17:42,1.37
2023-07-27 22:24,1.16
2023-07-28 05:09,2.15
2023-07-28 12:59,0.79
2023-07-28 20:05,1.38
2023-07-28 23:16,1.28
2023-07-29 05:58,2.32
2023-07-29 14:11,0.56
2023-07-29 21:23,1.45
2023-07-30 00:19,1.35
2023-07-30 06:49,2.50
2023-07-30 15:08,0.33
2023-07-30 22:14,1.52
2023-07-31 01:23,1.36
2023-07-31 07:43,2.67
2023-07-31 16:00,0.16
2023-07-31 22:54,1.57
2023-08-01 02:24,1.31
2023-08-01 08:37,2.80
2023-08-01 16:47,0.06
2023-08-01 23:30,1.62
2023-08-02 03:20,1.22
2023-08-02 09:30,2.88
2023-08-02 17:30,0.03
2023-08-03 00:06,1.66
2023-08-03 04:14,1.12
2023-08-03 10:24,2.87
2023-08-03 18:11,0.09
2023-08-04 00:42,1.71
2023-08-04 05:07,1.03
2023-08-04 11:16,2.78
2023-08-04 18:49,0.21
2023-08-05 01:18,1.78
2023-08-05 06:02,0.97
2023-08-05 12:09,2.59
2023-08-05 19:23,0.38
2023-08-06 01:54,1.86
2023-08-06 07:01,0.95
2023-08-06 13:02,2.33
2023-08-06 19:55,0.59
2023-08-07 02:31,1.94
2023-08-07 08:08,0.95
2023-08-07 14:00,2.02
2023-08-07 20:23,0.81
2023-08-08 03:10,2.02
2023-08-08 09:22,0.96
2023-08-08 15:09,1.69
2023-08-08 20:46,1.02
2023-08-09 03:53,2.08
2023-08-09 10:43,0.92
2023-08-09 16:49,1.42
2023-08-09 21:05,1.21
2023-08-10 04:43,2.14
2023-08-10 12:21,0.81
2023-08-11 05:40,2.20
2023-08-11 13:50,0.65
2023-08-12 06:35,2.26
2023-08-12 14:47,0.50
2023-08-13 07:23,2.34
2023-08-13 15:31,0.40
2023-08-13 22:36,1.53
2023-08-14 01:30,1.45
2023-08-14 08:07,2.40
2023-08-14 16:08,0.34
2023-08-14 22:48,1.56
2023-08-15 02:23,1.37
2023-08-15 08:48,2.46
2023-08-15 16:42,0.33
2023-08-15 23:04,1.59
2023-08-16 03:07,1.28
2023-08-16 09:27,2.49
2023-08-16 17:13,0.35
2023-08-16 23:23,1.64
2023-08-17 03:48,1.19
2023-08-17 10:04,2.49
2023-08-17 17:41,0.40
2023-08-17 23:41,1.69
2023-08-18 04:28,1.11
2023-08-18 10:39,2.45
2023-08-18 18:06,0.48
2023-08-18 23:59,1.76
2023-08-19 05:07,1.06
2023-08-19 11:13,2.37
2023-08-19 18:27,0.57
2023-08-20 00:19,1.83
2023-08-20 05:48,1.02
2023-08-20 11:47,2.25
2023-08-20 18:47,0.68
2023-08-21 00:41,1.91
2023-08-21 06:31,1.01
2023-08-21 12:23,2.10
2023-08-21 19:08,0.80
2023-08-22 01:07,1.99
2023-08-22 07:19,1.01
2023-08-22 13:03,1.90
2023-08-22 19:29,0.94
2023-08-23 01:37,2.06
2023-08-23 08:18,1.00
2023-08-23 13:55,1.67
2023-08-23 19:51,1.10
2023-08-24 02:13,2.13
2023-08-24 09:32,0.97
2023-08-24 15:46,1.46
2023-08-24 20:10,1.26
2023-08-25 03:01,2.20
2023-08-25 10:57,0.89
2023-08-26 04:07,2.28
2023-08-26 12:40,0.73
2023-08-27 05:20,2.40
2023-08-27 13:59,0.52
2023-08-27 21:42,1.62
2023-08-28 00:04,1.57
2023-08-28 06:31,2.54
2023-08-28 14:54,0.34
2023-08-28 22:03,1.69
2023-08-29 01:26,1.48
2023-08-29 07:35,2.69
2023-08-29 15:40,0.23
2023-08-29 22:30,1.75
2023-08-30 02:28,1.31
2023-08-30 08:33,2.81
2023-08-30 16:22,0.19
2023-08-30 22:57,1.81
2023-08-31 03:23,1.12
2023-08-31 09:28,2.85
2023-08-31 17:00,0.23
2023-08-31 23:25,1.90
2023-09-01 04:16,0.95
2023-09-01 10:21,2.80
2023-09-01 17:34,0.34
2023-09-01 23:52,2.00
2023-09-02 05:07,0.82
2023-09-02 11:13,2.66
2023-09-02 18:05,0.50
2023-09-03 00:18,2.11
2023-09-03 05:59,0.76
2023-09-03 12:04,2.43
2023-09-03 18:30,0.70
2023-09-04 00:40,2.20
2023-09-04 06:54,0.75
2023-09-04 12:55,2.15
2023-09-04 18:51,0.91
2023-09-05 01:04,2.27
2023-09-05 07:54,0.79
2023-09-05 13:54,1.84
2023-09-05 19:10,1.11
2023-09-06 01:33,2.29
2023-09-06 09:02,0.84
2023-09-06 15:10,1.57
2023-09-06 19:26,1.29
2023-09-07 02:11,2.28
2023-09-07 10:21,0.85
2023-09-08 03:07,2.23
2023-09-08 12:04,0.80
2023-09-09 04:41,2.20
2023-09-09 13:30,0.69
2023-09-10 06:10,2.23
2023-09-10 14:23,0.59
2023-09-11 07:10,2.28
2023-09-11 15:02,0.53
2023-09-11 22:06,1.71
2023-09-12 01:50,1.52
2023-09-12 07:58,2.35
2023-09-12 15:35,0.51
2023-09-12 22:10,1.75
2023-09-13 02:34,1.37
2023-09-13 08:40,2.40
2023-09-13 16:05,0.52
2023-09-13 22:18,1.81
2023-09-14 03:12,1.23
2023-09-14 09:18,2.42
2023-09-14 16:31,0.57
2023-09-14 22:30,1.89
2023-09-15 03:48,1.10
2023-09-15 09:56,2.41
2023-09-15 16:54,0.64
2023-09-15 22:45,1.98
2023-09-16 04:24,0.99
2023-09-16 10:32,2.36
2023-09-16 17:14,0.73
2023-09-16 23:01,2.09
2023-09-17 05:01,0.91
2023-09-17 11:08,2.28
2023-09-17 17:32,0.83
